     14.110055	     50.144825	    365.41
     14.097881	     50.144688	    398.76
     14.151688	     50.145092	    371.87
     14.070035	     50.144424	    413.01
     14.093688	     50.144386	    401.09
     14.120208	     50.144501	    367.91
     14.056468	     50.143955	    427.57
     14.114962	     50.144371	    356.41
     14.057941	     50.143787	    425.73
     14.117833	     50.144257	    371.28
     14.152399	     50.144424	    373.82
     14.115316	     50.144104	    360.68
     14.086631	     50.143837	    403.06
     14.124973	     50.144131	    364.75
     14.135540	     50.144119	    370.10
     14.063194	     50.143513	    421.04
     14.127010	     50.143696	    364.54
     14.055296	     50.143089	    427.91
     14.118475	     50.143585	    370.51
     14.103504	     50.143383	    377.96
     14.120717	     50.143425	    371.44
     14.085385	     50.143105	    405.76
     14.082799	     50.142952	    407.80
